utc,probability,model_version,status
2026-09-22T15:57:25+00:00,0.012913446985256406,2,200
2026-09-22T15:57:25+00:00,0.06540940197059088,2,200
2026-09-22T15:57:26+00:00,0.36508649385507286,2,200
2026-09-22T15:57:26+00:00,0.07611312476326096,2,200
2026-09-22T15:57:26+00:00,0.08321780985111843,2,200
2026-09-22T15:57:26+00:00,0.013968629634888687,2,200
2026-09-22T15:57:26+00:00,0.05935391961605323,2,200
2026-09-22T15:57:26+00:00,0.022122362383164066,2,200
2026-09-22T15:57:26+00:00,0.03153358473130143,2,200
2026-09-22T15:57:26+00:00,0.04652002875965357,2,200
2026-09-22T15:57:26+00:00,0.021536087290375292,2,200
2026-09-22T15:57:26+00:00,0.022122362383164066,2,200
2026-09-22T15:57:26+00:00,0.024846742889038254,2,200
2026-09-22T15:57:26+00:00,0.11148332452773695,2,200
2026-09-22T15:57:26+00:00,0.026885011282095004,2,200
2026-09-22T15:57:26+00:00,0.25646863542044035,2,200
2026-09-22T15:57:26+00:00,0.02469377496859607,2,200
2026-09-22T15:57:26+00:00,0.023696455524772037,2,200
2026-09-22T15:57:26+00:00,0.03570392482171593,2,200
2026-09-22T15:57:26+00:00,0.017886287354632772,2,200
2026-09-22T15:57:26+00:00,0.22317499801981577,2,200
2026-09-22T15:57:26+00:00,0.04210983436497814,2,200
2026-09-22T15:57:26+00:00,0.14694906244093542,2,200
2026-09-22T15:57:26+00:00,0.0157906719991639,2,200
2026-09-22T15:57:26+00:00,0.18573720953945455,2,200
2026-09-22T15:57:26+00:00,0.015072762038674237,2,200
2026-09-22T15:57:26+00:00,0.20085299046007804,2,200
2026-09-22T15:57:26+00:00,0.017602223540813478,2,200
2026-09-22T15:57:26+00:00,0.06242061546732278,2,200
2026-09-22T15:57:26+00:00,0.017800630897784938,2,200
2026-09-22T15:57:26+00:00,0.03242137694032696,2,200
2026-09-22T15:57:26+00:00,0.03489930938944169,2,200
2026-09-22T15:57:26+00:00,0.042849337839941624,2,200
2026-09-22T15:57:26+00:00,0.48352308289238294,2,200
2026-09-22T15:57:26+00:00,0.02365756626989165,2,200
2026-09-22T15:57:26+00:00,0.10863229844559939,2,200
2026-09-22T15:57:26+00:00,0.2219124076279426,2,200
2026-09-22T15:57:26+00:00,0.06183076537941293,2,200
2026-09-22T15:57:26+00:00,0.014122448091251823,2,200
2026-09-22T15:57:26+00:00,0.07630677539061909,2,200
2026-09-22T15:57:26+00:00,0.20012484497191899,2,200
2026-09-22T15:57:26+00:00,0.01696326071192877,2,200
2026-09-22T15:57:26+00:00,0.014410950007348775,2,200
2026-09-22T15:57:26+00:00,0.09435135706154543,2,200
2026-09-22T15:57:26+00:00,0.0558431640329893,2,200
2026-09-22T15:57:26+00:00,0.06540940197059088,2,200
2026-09-22T15:57:26+00:00,0.37790958592642004,2,200
2026-09-22T15:57:26+00:00,0.19832209975281145,2,200
2026-09-22T15:57:26+00:00,0.040253677885772936,2,200
2026-09-22T15:57:26+00:00,0.03313739590002072,2,200
2026-09-22T15:57:26+00:00,0.11105815500606742,2,200
2026-09-22T15:57:26+00:00,0.017181745186428916,2,200
2026-09-22T15:57:26+00:00,0.11826091215468607,2,200
2026-09-22T15:57:26+00:00,0.030962294009552103,2,200
2026-09-22T15:57:26+00:00,0.40955929649969497,2,200
2026-09-22T15:57:26+00:00,0.028326324021713433,2,200
2026-09-22T15:57:26+00:00,0.028187106186982246,2,200
2026-09-22T15:57:26+00:00,0.018976612030057308,2,200
2026-09-22T15:57:26+00:00,0.2590221511435594,2,200
2026-09-22T15:57:26+00:00,0.016366394864963912,2,200
2026-09-22T15:57:26+00:00,0.2005365982902856,2,200
2026-09-22T15:57:26+00:00,0.12573616611534696,2,200
2026-09-22T15:57:26+00:00,0.023278390611101662,2,200
2026-09-22T15:57:27+00:00,0.12401387800452106,2,200
2026-09-22T15:57:27+00:00,0.2471037512855943,2,200
2026-09-22T15:57:27+00:00,0.08198296384620607,2,200
2026-09-22T15:57:27+00:00,0.16618320109875964,2,200
2026-09-22T15:57:27+00:00,0.017315759642730598,2,200
2026-09-22T15:57:27+00:00,0.19345083005721903,2,200
2026-09-22T15:57:27+00:00,0.013416476796858177,2,200
2026-09-22T15:57:27+00:00,0.042527019238748964,2,200
2026-09-22T15:57:27+00:00,0.017602223540813478,2,200
2026-09-22T15:57:27+00:00,0.1861327664586289,2,200
2026-09-22T15:57:27+00:00,0.2802032682076002,2,200
2026-09-22T15:57:27+00:00,0.06725742517736645,2,200
2026-09-22T15:57:27+00:00,0.13709295001919344,2,200
2026-09-22T15:57:27+00:00,0.05915732670459528,2,200
2026-09-22T15:57:27+00:00,0.12719422147997508,2,200
2026-09-22T15:57:27+00:00,0.10109234168903047,2,200
2026-09-22T15:57:27+00:00,0.47910513028843893,2,200
2026-09-22T15:57:27+00:00,0.2993202712034832,2,200
2026-09-22T15:57:27+00:00,0.5276319520554054,2,200
2026-09-22T15:57:27+00:00,0.08822546062489842,2,200
2026-09-22T15:57:27+00:00,0.1497876318641434,2,200
2026-09-22T15:57:27+00:00,0.4800721602129166,2,200
2026-09-22T15:57:27+00:00,0.022244418448882884,2,200
2026-09-22T15:57:27+00:00,0.03876683829139775,2,200
2026-09-22T15:57:27+00:00,0.013297490663302674,2,200
2026-09-22T15:57:27+00:00,0.17683920744744708,2,200
2026-09-22T15:57:27+00:00,0.35656257538581954,2,200
2026-09-22T15:57:27+00:00,0.032787342298957765,2,200
2026-09-22T15:57:27+00:00,0.3672082434941724,2,200
2026-09-22T15:57:27+00:00,0.03153358473130143,2,200
2026-09-22T15:57:27+00:00,0.013228421129309774,2,200
2026-09-22T15:57:27+00:00,0.024829270760253142,2,200
2026-09-22T15:57:27+00:00,0.23272528330912412,2,200
2026-09-22T15:57:27+00:00,0.21570269572682924,2,200
2026-09-22T15:57:27+00:00,0.06725742517736645,2,200
2026-09-22T15:57:27+00:00,0.5201133023007184,2,200
2026-09-22T15:57:27+00:00,0.05385820833561194,2,200
2026-09-22T15:57:27+00:00,0.027722576587179127,2,200
2026-09-22T15:57:27+00:00,0.16901245694412914,2,200
2026-09-22T15:57:27+00:00,0.05843273775550137,2,200
2026-09-22T15:57:27+00:00,0.04628582672410262,2,200
2026-09-22T15:57:27+00:00,0.13503697024490352,2,200
2026-09-22T15:57:27+00:00,0.12573616611534696,2,200
2026-09-22T15:57:27+00:00,0.33231302837103655,2,200
2026-09-22T15:57:27+00:00,0.06548597721085393,2,200
2026-09-22T15:57:27+00:00,0.029641282607477015,2,200
2026-09-22T15:57:27+00:00,0.019705208508517338,2,200
2026-09-22T15:57:27+00:00,0.1409333877687599,2,200
2026-09-22T15:57:27+00:00,0.08003924124396265,2,200
2026-09-22T15:57:27+00:00,0.019505352015406353,2,200
2026-09-22T15:57:27+00:00,0.048932093227323434,2,200
2026-09-22T15:57:27+00:00,0.22398118502158973,2,200
2026-09-22T15:57:28+00:00,0.0293253066685719,2,200
2026-09-22T15:57:28+00:00,0.019615834999757043,2,200
2026-09-22T15:57:28+00:00,0.05134986912720074,2,200
2026-09-22T15:57:28+00:00,0.5495526621086776,2,200
2026-09-22T15:57:28+00:00,0.03801936711421822,2,200
2026-09-22T15:57:28+00:00,0.015892336731407792,2,200
2026-09-22T15:57:28+00:00,0.44870682784113747,2,200
2026-09-22T15:57:28+00:00,0.01366963590234793,2,200
2026-09-22T15:57:28+00:00,0.0293253066685719,2,200
2026-09-22T15:57:28+00:00,0.03666738375514718,2,200
2026-09-22T15:57:28+00:00,0.021410816151083232,2,200
2026-09-22T15:57:28+00:00,0.13181479186536665,2,200
2026-09-22T15:57:28+00:00,0.0558431640329893,2,200
2026-09-22T15:57:28+00:00,0.03334831381403612,2,200
2026-09-22T15:57:28+00:00,0.03031867553073592,2,200
2026-09-22T15:57:28+00:00,0.47947759281770813,2,200
2026-09-22T15:57:28+00:00,0.08735211920836272,2,200
2026-09-22T15:57:28+00:00,0.03230609634033482,2,200
2026-09-22T15:57:28+00:00,0.11923410940661203,2,200
2026-09-22T15:57:28+00:00,0.03908861220155728,2,200
2026-09-22T15:57:28+00:00,0.042456920371981156,2,200
2026-09-22T15:57:28+00:00,0.037321071844568246,2,200
2026-09-22T15:57:28+00:00,0.18245372644922125,2,200
2026-09-22T15:57:28+00:00,0.19145475425084868,2,200
2026-09-22T15:57:28+00:00,0.2976607689128095,2,200
2026-09-22T15:57:28+00:00,0.021172381694799652,2,200
2026-09-22T15:57:28+00:00,0.09997402959865782,2,200
2026-09-22T15:57:28+00:00,0.12675315165196913,2,200
2026-09-22T15:57:28+00:00,0.13513293182917452,2,200
2026-09-22T15:57:28+00:00,0.019049012784641474,2,200
2026-09-22T15:57:28+00:00,0.024223649090614367,2,200
